taxonomy_id	name	rank	lineage	barcode35_barcode35_diamond.diamond	barcode33_barcode33_diamond.diamond	barcode36_barcode36_diamond.diamond	barcode34_barcode34_diamond.diamond	barcode37_barcode37_diamond.diamond	barcode38_barcode38_diamond.diamond
74318	Maricaulis maris	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Maricaulis;Maricaulis maris	0	0	0	1	0	0
5809	Sarcocystidae	family	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae	0	0	0	2	0	0
84565	Sodalis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis	0	0	0	1	0	0
564	Escherichia fergusonii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	0	0	4	0	0
155619	Agaricomycetes	class	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes	0	0	0	1	0	0
2904121	Moraxella nasovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella nasovis	0	0	0	2	0	14
1352	Enterococcus faecium	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0	0	0	1	0	2
364410	Granulibacter bethesdensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Granulibacter;Granulibacter bethesdensis	0	0	0	1	0	0
1894999	Enhydrobacter sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales incertae sedis;Enhydrobacter;unclassified Enhydrobacter;Enhydrobacter sp.	0	0	0	2	0	0
2527975	Kolteria novifilia	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Kolteriales;Kolteriaceae;Kolteria;Kolteria novifilia	0	0	0	1	0	0
784	Orientia tsutsugamushi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Orientia;Orientia tsutsugamushi	0	0	0	1	0	0
3026162	Halosimplex aquaticum	species	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex;Halosimplex aquaticum	0	0	0	1	0	0
171436	Tistrella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella	0	0	0	2	0	0
53345	Enterococcus durans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus durans	0	0	0	2	0	0
1350	Enterococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0	0	0	1	2	1
1296	Mammaliicoccus sciuri	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus sciuri	0	0	0	1	8	1
11723	Simian immunodeficiency virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus simimdef;Simian immunodeficiency virus	0	0	0	4	5	0
3080013	Bradyrhizobium sp. BWA-3-5	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp. BWA-3-5	0	0	0	1	0	0
125216	Roseomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas	0	0	0	1	0	0
2831106	Devosiaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae	0	0	0	1	0	1
484906	Babesia bovis T2Bo	no rank	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia bovis;Babesia bovis T2Bo	0	0	0	2	0	0
3085097	Candidatus Promineifilaceae	family	cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Candidatus Promineifilales;Candidatus Promineifilaceae	0	0	0	2	0	0
286	Pseudomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0	0	0	1	0	39
4891	Saccharomycetes	class	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes	0	0	0	1	0	0
1543705	Nitrospirillum	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum	0	0	0	2	1	1
1680	Bifidobacterium adolescentis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis	0	0	0	2	0	9
1890424	Synechococcales	order	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales	0	0	0	1	0	0
36370	Jembrana disease virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus bovjem;Jembrana disease virus	0	0	0	1	6	0
244582	Candidatus Paracaedibacter symbiosus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Paracaedibacter;Candidatus Paracaedibacter symbiosus	0	0	0	2	0	2
29433	Moraxella ovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis	0	0	0	1	0	8
2726189	Novosphingobium terrae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium terrae	0	0	0	2	0	0
2664436	Dechloromonas aquae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas aquae	0	0	0	1	0	0
2686014	Neorickettsia findlayensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia;Neorickettsia findlayensis	0	0	0	1	0	0
2743470	Comamonas antarctica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas antarctica	0	0	0	1	0	0
279322	Cutaneotrichosporon cavernicola	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;Cutaneotrichosporon cavernicola	0	0	0	1	0	0
5794	Apicomplexa	phylum	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa	0	0	0	1	0	0
51637	Naegleria lovaniensis	species	cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitea;Acrasida;Naegleriidae;Naegleria;Naegleria lovaniensis	0	0	0	1	4	1
117187	Fusarium verticillioides	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi species complex;Fusarium verticillioides	0	0	0	1	0	0
2675225	Novosphingobium sp. Gsoil 351	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;unclassified Novosphingobium;Novosphingobium sp. Gsoil 351	0	0	0	1	0	0
2067960	Pseudazoarcus pumilus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Pseudazoarcus;Pseudazoarcus pumilus	0	0	0	1	0	0
1226757	Streptomyces rapamycinicus	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces rapamycinicus	0	0	0	1	0	0
488447	Burkholderia contaminans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia contaminans	0	0	0	2	0	0
1701758	Aureimonas populi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;Aureimonas populi	0	0	0	1	0	0
159122	Simian immunodeficiency virus SIV-mnd 2	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus simimdef;Simian immunodeficiency virus;Simian immunodeficiency virus - mnd;Simian immunodeficiency virus SIV-mnd 2	0	0	0	1	6	0
67082	BeAn 58058 virus	species	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Oryzopoxvirus;unclassified Oryzopoxvirus;BeAn 58058 virus	0	0	0	1	0	0
2740464	Phyllobacterium pellucidum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium pellucidum	0	0	0	1	0	0
3459034	Acinetobacter sp. WZC-1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. WZC-1	0	0	0	1	0	0
3082549	Synechococcus sp. MIT S1220	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. MIT S1220	0	0	0	1	0	0
580	Kluyvera cryocrescens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera cryocrescens	0	0	0	1	0	0
76860	Streptococcus constellatus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus constellatus	0	0	0	1	0	0
237258	Cloacibacterium normanense	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;Cloacibacterium normanense	0	0	0	1	0	0
227290	Rhizobium/Agrobacterium group	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group	0	0	0	1	0	0
3101350	Candidatus Palauibacter sp.	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Candidatus Palauibacterales;Candidatus Palauibacteraceae;Candidatus Palauibacter;unclassified Candidatus Palauibacter;Candidatus Palauibacter sp.	0	0	0	1	0	0
208348	Puccinia triticina	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia triticina	0	0	0	2	0	7
912	Nitrobacter hamburgensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter;Nitrobacter hamburgensis	0	0	0	1	0	0
1822365	Bovine retrovirus CH15	species	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus;unclassified Betaretrovirus;Bovine retrovirus CH15	0	0	0	1	0	0
3040935	Acidisoma cladoniae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidisoma;Acidisoma cladoniae	0	0	0	1	0	0
76588	Acidiphilium acidophilum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidiphilium;Acidiphilium acidophilum	0	0	0	1	0	298
80860	Streptomyces cyanogenus	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cyanogenus	0	0	0	1	0	0
1584	Lactobacillus delbrueckii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus delbrueckii	0	0	0	1	0	0
2731619	Caudoviricetes	class	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	0	0	0	1	0	0
2805427	Actinomadura luzonensis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura luzonensis	0	0	0	1	8	38
3390273	Klebsiella pneumoniae complex	species group	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae complex	0	0	0	1	0	0
418101	Plasmodium (Vinckeia)	subgenus	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Vinckeia)	0	0	0	1	0	0
779	Ehrlichia ruminantium	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia ruminantium	0	0	0	1	0	0
2319	Methanopyrus	genus	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus	0	0	0	2	0	0
338	Xanthomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas	0	0	0	1	0	5
265570	Sulfurovum	genus	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum	0	0	0	1	0	0
670386	Heterostelium album PN500	strain	cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium album;Heterostelium album PN500	0	0	0	1	0	1
3035935	Marinivivus vitaminiproducens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Marinivivus;Marinivivus vitaminiproducens	0	0	0	1	0	0
1242174	Dyella kyungheensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella kyungheensis	0	0	0	1	0	0
69968	Macrococcus bovicus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus bovicus	0	0	0	1	0	0
1296100	Kwoniella bestiolae CBS 10118	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella bestiolae;Kwoniella bestiolae CBS 10118	0	0	0	1	0	1
28256	Halomonadaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	0	0	0	1	1	1
1344959	Citrobacter freundii complex	species group	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex	0	0	0	1	0	0
2842247	Norzivirales	order	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales	0	0	0	1	0	0
346	Xanthomonas citri	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas citri group;Xanthomonas citri	0	0	0	1	3	1
114616	Methylobacterium nodulans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium nodulans	0	0	0	1	0	0
575	Klebsiella planticola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella planticola	0	0	0	1	0	13
1348774	Croceicoccus naphthovorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;Croceicoccus naphthovorans	0	0	0	1	0	0
1408	Bacillus pumilus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus	0	0	0	1	0	0
72274	Pseudomonadales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales	0	0	0	1	0	2
511145	Escherichia coli str. K-12 substr. MG1655	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli K-12;Escherichia coli str. K-12 substr. MG1655	0	0	0	1	0	0
546	Citrobacter freundii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter freundii	0	0	0	1	3	0
3078805	Parvularcula sp. LCG005	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;unclassified Parvularcula;Parvularcula sp. LCG005	0	0	0	1	0	0
186817	Bacillaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae	0	0	0	1	33	0
1290	Staphylococcus hominis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis	0	0	0	0	2816	0
147711	Rhinovirus A	no rank	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus alpharhino;Rhinovirus A	0	0	0	0	1337	1
165779	Anaerococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus	0	0	0	0	953	0
33010	Cutibacterium avidum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium avidum	0	0	0	0	429	0
1397	Niallia circulans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia circulans	0	0	0	0	64	0
33028	Staphylococcus saccharolyticus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saccharolyticus	0	0	0	0	859	1
65058	Corynebacterium ulcerans	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans	0	0	0	0	397	0
3569264	Corynebacterium sp. CQ3829_602738	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;unclassified Corynebacterium;Corynebacterium sp. CQ3829_602738	0	0	0	0	10	0
441500	Corynebacterium timonense	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium timonense	0	0	0	0	461	0
1914233	Gemmataceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae	0	0	0	0	198	0
12059	Enterovirus	genus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus	0	0	0	0	779	0
1519999	Staphylococcus phage phiBU01	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Bronfenbrennervirinae;Biseptimavirus;Biseptimavirus BU01;Staphylococcus phage phiBU01	0	0	0	0	4	0
2930131	Staphylococcus sp. NRL 16/872	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. NRL 16/872	0	0	0	0	116	0
586733	Staphylococcus devriesei	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus devriesei	0	0	0	0	144	0
2946630	Ensavirinae	subfamily	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae	0	0	0	0	129	0
28035	Staphylococcus lugdunensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lugdunensis	0	0	0	0	41	2
2044912	Staphylococcus debuckii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus debuckii	0	0	0	0	1	0
2499213	Bacillus sp. BD59S	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: firmicutes);Bacillus sp. BD59S	0	0	0	0	247	0
29382	Staphylococcus cohnii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus cohnii species complex;Staphylococcus cohnii	0	0	0	0	117	1
93061	Staphylococcus aureus subsp. aureus NCTC 8325	strain	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus NCTC 8325	0	0	0	0	167	0
1751071	Sediminibacterium longum	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium longum	0	0	0	0	307	0
9	Buchnera aphidicola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola	0	0	0	0	1	8
1732063	Staphylococcus phage SPbeta-like	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified Caudoviricetes;Staphylococcus phage SPbeta-like	0	0	0	0	6	0
2282419	Staphylococcus pseudoxylosus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pseudoxylosus	0	0	0	0	19	0
12058	Picornaviridae	family	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae	0	0	0	0	132	0
191292	Rhodococcus aetherivorans	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus aetherivorans	0	0	0	0	4	0
31957	Propionibacteriaceae	family	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae	0	0	0	0	216	1
1151742	Lactococcus taiwanensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis	0	0	0	0	116	0
1404	Priestia megaterium	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium	0	0	0	0	163	5
1283	Staphylococcus haemolyticus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus	0	0	0	0	626	1
201828	Staphylococcus casei	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus casei	0	0	0	0	59	0
1286	Staphylococcus simulans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simulans	0	0	0	0	30	1
41275	Brevundimonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	0	0	0	0	2	0
1281	Staphylococcus carnosus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus carnosus	0	0	0	0	43	0
51669	Tetragenococcus halophilus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus halophilus	0	0	0	0	39	0
186814	Thermoanaerobacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae	0	0	0	0	1	0
91994	unclassified Staphylococcus	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus	0	0	0	0	82	0
29380	Staphylococcus caprae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus caprae	0	0	0	0	123	2
1648923	Bacillus paralicheniformis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus paralicheniformis	0	0	0	0	27	1
354351	Pseudochrobactrum asaccharolyticum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Pseudochrobactrum;Pseudochrobactrum asaccharolyticum	0	0	0	0	8	0
573824	rhinovirus A1	no rank	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus alpharhino;Rhinovirus A;rhinovirus A1	0	0	0	0	49	0
464095	Picornavirales	order	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales	0	0	0	0	160	0
1718	Corynebacterium glutamicum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum	0	0	0	0	91	0
187491	Corynebacterium glaucum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glaucum	0	0	0	0	1	0
